Image,Education_URL,Title,Time Period,Author,Location
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.339_acc.jpg,https://www.metmuseum.org/art/collection/search/552874,Ibis Amulet,400–30 BC,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.163.jpg,https://www.metmuseum.org/art/collection/search/551484,Taweret Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP217020.jpg,https://www.metmuseum.org/art/collection/search/10839,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552870,Hapy Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/md/mobile-large/DP371745.jpg,https://www.metmuseum.org/art/collection/search/464448,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/558822,"Amulet, fish",ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-36365-001.jpg,https://www.metmuseum.org/art/collection/search/910391,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-30_8_356_EGDP023569.jpg,https://www.metmuseum.org/art/collection/search/559976,Dolphin amulet,200 BC–200 AD,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/568924,Ankh amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/15.3.13.jpg,https://www.metmuseum.org/art/collection/search/546638,Amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552830,Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555253,Heart Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/557179,Amulet of butterfly,ca. 1981–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569470,Plaque,ca. 1550–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/27.3.398_front.jpg,https://www.metmuseum.org/art/collection/search/547671,Amuletic Knot,ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/572622,Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/550912,Sacred Ram Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP369218.jpg,https://www.metmuseum.org/art/collection/search/692123,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552767,"Horus, Isis, and Nephthys Amulet",664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP204105_CRD.jpg,https://www.metmuseum.org/art/collection/search/51810,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552848,Hawk Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-15_6_7_EGDP025714.jpg,https://www.metmuseum.org/art/collection/search/552779,Djed Pillar Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/566861,Sow Amulet,522–343 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/LC-1975_1_070a-001.jpg,https://www.metmuseum.org/art/collection/search/459011,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-44_4_24_EGDP023407.jpg,https://www.metmuseum.org/art/collection/search/546232,Shu amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121810.jpg,https://www.metmuseum.org/art/collection/search/243730,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP345149.jpg,https://www.metmuseum.org/art/collection/search/570329,Human-headed cat,ca. 945–525 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552881,Hathor Cow Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546432,Fly amulet,ca. 1981–1640 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/545375,Crocodile amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552787,Ram Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556051,Cynocephalus ape amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/1984.177_EGDP019181.jpg,https://www.metmuseum.org/art/collection/search/551004,Khonsu shrine amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556111,Cartouche amulet flanked by uraei,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/545981,Wedjat Eye amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569956,Mold for Amulet of Child Akhenaten,ca. 1353–1336 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-04_18_9_EGDP028100.jpg,https://www.metmuseum.org/art/collection/search/560647,Amulet of Anubis on his Shrine,ca. 1850–1775 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/566857,Amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/09.180.1100_EGDP020993.jpg,https://www.metmuseum.org/art/collection/search/557062,Animal amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546107,The Goddess Wadjet with Child Horus Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14201-033.jpg,https://www.metmuseum.org/art/collection/search/437349,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP265190.jpg,https://www.metmuseum.org/art/collection/search/436295,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT83.jpg,https://www.metmuseum.org/art/collection/search/11133,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-13038-001.jpg,https://www.metmuseum.org/art/collection/search/436588,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-30708-001.jpg,https://www.metmuseum.org/art/collection/search/764089,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap11.88.jpg,https://www.metmuseum.org/art/collection/search/11403,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT2157.jpg,https://www.metmuseum.org/art/collection/search/438136,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT1735.jpg,https://www.metmuseum.org/art/collection/search/490003,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-21955-001.jpg,https://www.metmuseum.org/art/collection/search/437303,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP169392.jpg,https://www.metmuseum.org/art/collection/search/436809,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP343327.jpg,https://www.metmuseum.org/art/collection/search/10183,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap08.136.1.jpg,https://www.metmuseum.org/art/collection/search/11179,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/CT_35050-JPG%20TMS%204000px%20300dpi.jpg,https://www.metmuseum.org/art/collection/search/485654,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP140862.jpg,https://www.metmuseum.org/art/collection/search/10554,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap50.145.37.jpg,https://www.metmuseum.org/art/collection/search/12673,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap07.119.8.jpg,https://www.metmuseum.org/art/collection/search/11278,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP270310.jpg,https://www.metmuseum.org/art/collection/search/438099,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT212005.jpg,https://www.metmuseum.org/art/collection/search/12266,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT9458.jpg,https://www.metmuseum.org/art/collection/search/12913,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap11.57.jpg,https://www.metmuseum.org/art/collection/search/11137,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-21072-001.jpg,https://www.metmuseum.org/art/collection/search/484681,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2030.jpg,https://www.metmuseum.org/art/collection/search/14472,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP291734.jpg,https://www.metmuseum.org/art/collection/search/437797,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap64.250.jpg,https://www.metmuseum.org/art/collection/search/14334,Night Clouds and Star Dust,Augustus Vincent Tack,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/DP-24228-027.jpg,https://www.metmuseum.org/art/collection/search/228964,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT241927.jpg,https://www.metmuseum.org/art/collection/search/436958,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP300700.jpg,https://www.metmuseum.org/art/collection/search/21693,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1446.jpg,https://www.metmuseum.org/art/collection/search/437745,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP225964.jpg,https://www.metmuseum.org/art/collection/search/488229,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/DP-14385-074.jpg,https://www.metmuseum.org/art/collection/search/203768,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT503.jpg,https://www.metmuseum.org/art/collection/search/436603,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP295718.jpg,https://www.metmuseum.org/art/collection/search/436544,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP146504.jpg,https://www.metmuseum.org/art/collection/search/459084,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/sf67.187.129.jpg,https://www.metmuseum.org/art/collection/search/19336,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/77J_045R2M.jpg,https://www.metmuseum.org/art/collection/search/435878,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP318213.jpg,https://www.metmuseum.org/art/collection/search/436882,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap81.16.jpg,https://www.metmuseum.org/art/collection/search/11240,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP229726.jpg,https://www.metmuseum.org/art/collection/search/10925,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap23.109.jpg,https://www.metmuseum.org/art/collection/search/13086,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14936-027.jpg,https://www.metmuseum.org/art/collection/search/436948,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/558820,"Amulet, fish",ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546246,Aegis of Sakhmet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-34_1_119-20_EGDP035837.jpg,https://www.metmuseum.org/art/collection/search/546346,Falcon amulet,ca. 1981–1640 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/12.180.387.jpg,https://www.metmuseum.org/art/collection/search/559164,Mold for a Taweret Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP-31927-001.jpg,https://www.metmuseum.org/art/collection/search/252204,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-10_130_1822_EGDP028703.jpg,https://www.metmuseum.org/art/collection/search/545368,Amulet: Crown of Lower Egypt,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/548326,The child god Khonsu arising from a lotus,8th–late 4th century BC,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552678,Sakhmet Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-04_2_94_EGDP037187.jpg,https://www.metmuseum.org/art/collection/search/555311,Cat Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121813.jpg,https://www.metmuseum.org/art/collection/search/243733,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-10_130_751_EGDP036784.jpg,https://www.metmuseum.org/art/collection/search/552036,"Design Amulet, Back in the Form of a Woman Suckling a Child, Device showing Two Lizards Head-to-tail",ca. 2100–2080 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552853,Taweret Figure,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.208.jpg,https://www.metmuseum.org/art/collection/search/551225,Heb-Sed Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP121809.jpg,https://www.metmuseum.org/art/collection/search/243729,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/577303,Amulet Mold,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/1971.272.14_EGDP019174.jpg,https://www.metmuseum.org/art/collection/search/548420,"Wedjat Plaque; on opposite side Maat, Re, Upper and Lower Egyptian serpents over nub sign",664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/05.4.38_EGDP010612.jpg,https://www.metmuseum.org/art/collection/search/549455,Votive Ear fragment,ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/573861,Djed pillar amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP112922.jpg,https://www.metmuseum.org/art/collection/search/245849,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.284_acc.jpg,https://www.metmuseum.org/art/collection/search/572586,Papyrus column amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/25.3.167_EGDP017239.jpg,https://www.metmuseum.org/art/collection/search/548256,Uraeus Amulet of Djedmutesankh,ca. 1000–945 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP-34472-001.jpg,https://www.metmuseum.org/art/collection/search/459096,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552940,Wedjat eye amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/15.3.307_EGDP018000.jpg,https://www.metmuseum.org/art/collection/search/546730,Butterfly amulet,ca. 1900–1802 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/LC-17_190_1199-001.jpg,https://www.metmuseum.org/art/collection/search/193874,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/16.1.17_front.JPG,https://www.metmuseum.org/art/collection/search/544415,Motto Clasp of Sithathoryunet,ca. 1887–1813 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/574180,"Amulet, hoopoe bird",ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-28_3_154_EGDP034832.jpg,https://www.metmuseum.org/art/collection/search/552502,Tit amulet,ca. 712–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/cl/mobile-large/DP-19682-007.jpg,https://www.metmuseum.org/art/collection/search/811798,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/04.2.132_EGDP021648.jpg,https://www.metmuseum.org/art/collection/search/552722,Taweret Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/25.3.172a_EGDP017221.jpg,https://www.metmuseum.org/art/collection/search/553176,Wedjat Amulet,ca. 1070–945 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/726468,Imsety Amulet Plaque,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP-26610-001.jpg,https://www.metmuseum.org/art/collection/search/459057,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/15.3.519_top.jpg,https://www.metmuseum.org/art/collection/search/560893,Dragonfly amulet,ca. 1981–1640 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/254455,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-13040-001.jpg,https://www.metmuseum.org/art/collection/search/436584,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/577302,Wedjat Eye Amulet Mold,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.340_acc.jpg,https://www.metmuseum.org/art/collection/search/552978,Cobra amulet,400–30 BC,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.323_acc.jpg,https://www.metmuseum.org/art/collection/search/572596,Bes amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/26.7.1081_front.nk.jpg,https://www.metmuseum.org/art/collection/search/571946,Djed Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/554464,"Amulet, head",ca. 1550–1295 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-25917-002.jpg,https://www.metmuseum.org/art/collection/search/845145,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556100,Scarab amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/547640,Folded Cloth Amulet,ca. 1479–1425 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP131208.jpg,https://www.metmuseum.org/art/collection/search/243769,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP345570.jpg,https://www.metmuseum.org/art/collection/search/437095,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/25.3.169d_EGDP017214.jpg,https://www.metmuseum.org/art/collection/search/694160,Heart (ib) from string of amulets,ca. 1070–945 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552948,Hathor Head Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15981-001.jpg,https://www.metmuseum.org/art/collection/search/36082,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP236145.jpg,https://www.metmuseum.org/art/collection/search/488479,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-20339-001.jpg,https://www.metmuseum.org/art/collection/search/437383,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP320103.jpg,https://www.metmuseum.org/art/collection/search/436840,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT222667.jpg,https://www.metmuseum.org/art/collection/search/489305,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2502.jpg,https://www.metmuseum.org/art/collection/search/13052,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT1738.jpg,https://www.metmuseum.org/art/collection/search/487695,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT11.jpg,https://www.metmuseum.org/art/collection/search/437827,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-22562-001.jpg,https://www.metmuseum.org/art/collection/search/852668,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1962.jpg,https://www.metmuseum.org/art/collection/search/436017,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-25740-001.jpg,https://www.metmuseum.org/art/collection/search/437164,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-21344-001.jpg,https://www.metmuseum.org/art/collection/search/816515,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-22475-001.jpg,https://www.metmuseum.org/art/collection/search/492697,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-30177-001.jpg,https://www.metmuseum.org/art/collection/search/854907,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-19283-001.jpg,https://www.metmuseum.org/art/collection/search/435988,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap06.1302.jpg,https://www.metmuseum.org/art/collection/search/13182,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-20588-001.jpg,https://www.metmuseum.org/art/collection/search/436104,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP162170.jpg,https://www.metmuseum.org/art/collection/search/437450,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-17034-002.jpg,https://www.metmuseum.org/art/collection/search/764091,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DT3083.jpg,https://www.metmuseum.org/art/collection/search/459062,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT8846.jpg,https://www.metmuseum.org/art/collection/search/436936,Nuns at Work,Alessandro Magnasco,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DT3154.jpg,https://www.metmuseum.org/art/collection/search/459123,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT11667.jpg,https://www.metmuseum.org/art/collection/search/436203,Dawn,Gaspare Diziani,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1401.jpg,https://www.metmuseum.org/art/collection/search/437136,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14936-049.jpg,https://www.metmuseum.org/art/collection/search/435883,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap69.279.2.jpg,https://www.metmuseum.org/art/collection/search/10800,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap12.218.jpg,https://www.metmuseum.org/art/collection/search/13317,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/DT2184.jpg,https://www.metmuseum.org/art/collection/search/199705,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP310075.jpg,https://www.metmuseum.org/art/collection/search/483301,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-16344-001.jpg,https://www.metmuseum.org/art/collection/search/437506,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT3760.jpg,https://www.metmuseum.org/art/collection/search/486414,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP-19264-001.jpg,https://www.metmuseum.org/art/collection/search/459106,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap09.96.jpg,https://www.metmuseum.org/art/collection/search/13167,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DT718.jpg,https://www.metmuseum.org/art/collection/search/459093,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14201-023.jpg,https://www.metmuseum.org/art/collection/search/437153,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP102298.jpg,https://www.metmuseum.org/art/collection/search/11145,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT78.jpg,https://www.metmuseum.org/art/collection/search/10481,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1910.jpg,https://www.metmuseum.org/art/collection/search/436174,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1140.jpg,https://www.metmuseum.org/art/collection/search/437429,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap66.242.20.jpg,https://www.metmuseum.org/art/collection/search/10836,,,Unknown Author,"40.7794, -73.9632"
